ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5023617;0;0;1;0;0;0;0;2;4;55;157500.0;29.585.823.117.517.800;19.712.930.450.317.200;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;0
5023623;0;0;0;0;1;0;0;2;4;14;180000.0;3.779.133.041.746.230;889.545.986.570.566;Commercial associate;Incomplete higher;Married;House / apartment;Sales staff;1
5023627;0;0;1;1;1;1;0;0;1;23;270000.0;363.320.259.827.375;0.6434081466422993;Commercial associate;Secondary / secondary special;Widow;House / apartment;Core staff;0
5023635;1;0;1;1;0;0;0;1;3;46;157500.0;3.359.959.478.976.290;6.056.250.299.458.570;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023639;1;1;0;0;0;0;0;2;4;45;225000.0;4.045.531.393.526.210;6.056.250.299.458.570;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5023650;0;0;0;0;0;0;0;0;1;24;225000.0;28.006.050.774.485.400;33.101.295.714.491.000;Commercial associate;Incomplete higher;Single / not married;House / apartment;Accountants;0
5023660;1;0;1;1;1;0;0;2;4;43;99000.0;3.894.946.508.141.850;28.090.925.891.702.000;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023666;0;0;1;0;0;0;0;0;2;25;90000.0;44.556.698.631.730.900;4.142.453.301.573.610;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5023677;0;1;1;0;0;0;0;0;2;43;117000.0;32.132.076.634.017.100;497.203.912.469.113;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5023679;1;1;1;0;1;0;0;0;2;11;225000.0;5.657.337.248.540.350;10.642.244.536.164.300;Commercial associate;Higher education;Married;House / apartment;Managers;0
5023681;0;0;1;1;1;0;0;1;3;17;67500.0;30.346.961.265.460.600;2.973.367.009.589.510;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5023684;1;1;1;0;1;0;0;0;2;18;279000.0;5.652.682.806.628.470;11.058.406.401.226.500;Commercial associate;Higher education;Married;House / apartment;Laborers;0
5023688;0;0;1;0;0;0;0;0;1;39;135000.0;411.671.697.570.792;9.141.871.496.334.620;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5023696;0;0;1;1;1;0;0;0;2;30;117000.0;3.336.139.688.015.490;12.895.542.002.915.800;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Private service staff;0
5023699;0;0;1;0;1;0;0;0;2;26;180000.0;48.551.304.954.927.200;15.392.513.193.289.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023716;0;1;1;0;1;0;1;0;2;37;175500.0;60.444.772.993.285.200;0.0;Pensioner;Higher education;Married;House / apartment;Other;1
5023721;1;1;1;0;0;0;1;0;2;35;112500.0;6.404.238.280.046.810;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023724;1;1;0;0;1;0;0;1;3;55;495000.0;28.093.663.798.709.000;0.6434081466422993;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023731;0;0;0;0;0;0;0;0;1;7;90000.0;2.507.375.237.000.070;4.561.353.073.642.850;Working;Secondary / secondary special;Single / not married;With parents;Other;0
5023733;0;1;1;0;0;1;0;0;2;53;216000.0;4.181.879.162.474.240;38.960.416.709.446.400;Working;Higher education;Civil marriage;House / apartment;Accountants;0
5023734;0;0;1;1;1;0;0;0;2;52;90000.0;5.195.178.545.760.690;20.561.681.622.483.600;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5023748;1;1;0;0;0;0;0;0;2;36;157500.0;31.359.986.858.046.300;43.916.028.392.095.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5023754;0;1;1;0;0;0;1;0;1;53;135000.0;62.947.219.997.672.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5023762;0;0;1;0;1;0;1;0;2;2;90000.0;5.997.111.508.107.620;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023766;0;0;1;0;1;0;1;0;2;16;211500.0;6.050.500.694.743.900;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023771;1;0;1;0;0;0;1;0;2;41;99000.0;6.774.129.516.690.960;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023776;1;1;0;0;0;0;0;0;2;57;270000.0;35.943.243.187.745.100;38.111.665.537.280.000;Commercial associate;Higher education;Married;House / apartment;Laborers;0
5023780;0;0;1;0;0;0;0;0;2;22;157500.0;4.873.474.472.439.540;2.973.367.009.589.510;Commercial associate;Higher education;Civil marriage;House / apartment;Accountants;0
5023811;1;0;1;0;0;0;0;0;2;48;202500.0;522.447.415.073.547;10.321.909.416.346.600;Commercial associate;Higher education;Married;With parents;IT staff;0
5023812;0;0;1;0;0;0;0;1;2;56;202500.0;38.210.230.189.531.600;14.864.097.140.940.600;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5023813;0;1;1;0;0;0;0;0;2;20;405000.0;54.035.332.689.925.100;0.533891866362759;Commercial associate;Higher education;Civil marriage;House / apartment;Accountants;0
5023814;1;1;0;0;0;0;0;0;2;45;180000.0;5.174.096.661.806.880;3.619.513.063.238.800;Commercial associate;Higher education;Married;House / apartment;Other;0
5023816;0;1;1;1;1;0;0;1;3;48;225000.0;465.498.949.328.186;21.985.393.266.117.700;Commercial associate;Higher education;Married;House / apartment;Managers;1
5023819;1;1;1;1;1;0;0;0;2;45;135000.0;41.591.545.343.162.400;4.785.861.448.215.910;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5023820;0;0;0;0;1;0;0;0;2;21;112500.0;4.616.111.213.782.620;1.946.651.881.968.820;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5023821;0;1;1;0;0;0;0;0;2;1;180000.0;61.271.620.909.395.800;8.701.068.468.209.470;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5023824;0;0;0;0;0;0;0;1;3;2;216000.0;3.513.556.062.068.350;1.128.291.477.579.960;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5023825;1;1;1;0;0;0;0;1;3;16;247500.0;3.533.542.783.219.360;12.534.138.277.993.300;State servant;Higher education;Married;House / apartment;Core staff;0
5023827;0;1;1;0;0;0;0;0;2;51;292500.0;3.966.405.881.024.250;6.948.807.983.736.830;Working;Incomplete higher;Married;House / apartment;Core staff;0
5023830;0;0;1;0;0;0;0;1;2;12;135000.0;31.431.172.440.228.000;4.618.849.120.789.610;State servant;Secondary / secondary special;Separated;House / apartment;Other;0
5023832;0;0;1;0;1;0;0;0;2;38;112500.0;4.660.465.307.295.830;28.367.454.499.407.900;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023833;0;0;1;0;1;0;0;0;2;41;540000.0;5.192.166.848.053.000;3.948.061.904.077.420;Commercial associate;Secondary / secondary special;Married;House / apartment;Managers;1
5023834;1;0;0;0;0;0;0;1;3;60;112500.0;3.803.500.414.108.430;5.281.422.616.480.830;Working;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5023836;0;0;1;0;0;0;0;0;1;6;135000.0;5.382.451.385.038.700;6.113.746.346.605.330;Commercial associate;Secondary / secondary special;Widow;House / apartment;Accountants;0
5023837;0;0;1;0;0;0;0;0;2;15;112500.0;5.478.278.130.283.300;17.862.105.313.593.000;State servant;Secondary / secondary special;Married;House / apartment;Other;0
5023838;0;1;0;0;1;0;0;0;2;29;315000.0;5.421.329.664.537.940;29.487.258.465.266.200;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5023839;1;1;1;0;0;0;0;1;3;8;220500.0;3.961.477.648.411.670;0.36687953893646;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5023841;0;1;1;0;0;0;0;0;2;16;180000.0;401.185.513.734.026;6.280.758.674.031.630;State servant;Higher education;Married;House / apartment;High skill tech staff;0
5023842;0;0;1;1;0;0;0;0;1;53;292500.0;5.398.605.036.379.930;25.325.639.814.643.600;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Medicine staff;0
5023843;0;1;1;0;0;0;0;0;2;6;90000.0;47.108.427.962.244.200;4.451.836.793.363.310;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5023844;0;0;1;0;1;0;0;1;3;35;121500.0;47.357.577.499.880.200;9.533.392.198.333.980;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023845;1;0;1;0;0;0;0;1;3;4;144000.0;3.767.633.832.316.880;7.619.595.200.449.010;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023846;1;1;1;0;1;0;0;0;2;23;405000.0;5.594.639.178.080.310;7.367.707.755.806.070;Working;Higher education;Married;House / apartment;Laborers;0
5023848;1;0;1;1;1;0;0;0;1;16;49500.0;3.309.308.199.347.000;9.533.392.198.333.980;Working;Secondary / secondary special;Single / not married;House / apartment;Security staff;0
5023849;1;0;1;1;1;0;0;2;4;49;180000.0;3.857.984.763.547.500;26.995.763.088.906.600;Working;Secondary / secondary special;Civil marriage;House / apartment;Core staff;0
5023851;0;0;0;0;0;0;0;1;2;16;135000.0;38.974.106.244.481.400;32.553.714.313.093.300;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5023856;0;1;1;0;0;0;0;0;2;21;450000.0;5.403.807.059.693.210;14.672.443.650.451.400;State servant;Higher education;Married;House / apartment;Other;0
5023862;0;0;1;0;1;0;0;0;2;46;112500.0;4.977.241.148.004.400;7.592.216.130.379.130;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5023870;0;0;1;1;0;0;0;0;1;32;180000.0;5.186.964.824.739.720;4.591.470.050.719.720;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Managers;0
5023876;0;0;1;0;1;0;1;0;2;38;360000.0;62.930.792.555.630.800;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5023882;0;0;0;0;0;0;1;0;2;34;135000.0;5.849.538.320.430.940;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023890;0;0;1;1;1;0;0;0;1;41;189000.0;4.691.403.656.474.800;0.2546253516499312;Working;Secondary / secondary special;Separated;House / apartment;Other;0
5023891;0;0;1;0;0;0;0;2;4;48;85500.0;3.329.294.920.498.020;12.539.614.092.007.300;Working;Higher education;Married;House / apartment;Other;0
5023896;0;0;0;0;0;0;1;1;3;55;90000.0;5.012.833.939.095.250;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5023900;0;0;1;0;0;0;0;0;2;13;225000.0;269.683.840.188.368;0.6735251237191728;Commercial associate;Higher education;Married;House / apartment;Other;0
5023904;0;0;1;0;1;0;1;0;2;38;99000.0;62.032.759.057.338.600;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023914;0;0;1;1;1;0;0;2;4;16;184500.0;2.713.813.425.327.000;4.673.607.260.929.380;Working;Secondary / secondary special;Married;House / apartment;Sales staff;1
5023915;1;1;0;0;0;0;0;1;3;19;225000.0;4.428.017.002.402.510;7.835.889.854.001.100;Working;Secondary / secondary special;Civil marriage;House / apartment;Managers;0
5023922;1;1;1;0;0;0;0;1;3;7;225000.0;4.763.410.610.758.600;12.539.614.092.007.300;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5023928;0;0;1;0;0;0;0;0;2;35;157500.0;3.268.239.594.242.180;5.171.906.336.201.290;Commercial associate;Higher education;Married;Rented apartment;Cooking staff;1
5023930;0;0;1;0;0;0;0;2;3;15;135000.0;4.072.362.882.194.700;6.590.142.165.821.330;Working;Secondary / secondary special;Separated;House / apartment;Core staff;1
5023938;1;1;1;0;0;0;0;1;3;28;157500.0;2.482.186.492.535.780;6.590.142.165.821.330;Commercial associate;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5023943;0;0;1;0;1;0;0;0;2;52;90000.0;39.915.946.254.885.400;0.5065127962928739;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023944;1;1;1;0;0;0;0;1;3;15;148500.0;4.096.456.463.856.200;14.171.406.668.172.500;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023955;1;1;1;0;0;0;0;0;2;14;292500.0;4.537.533.282.682.050;4.424.457.723.293.420;Working;Higher education;Civil marriage;House / apartment;Managers;0
5023960;0;0;1;0;0;0;1;0;2;15;202500.0;6.002.039.740.720.200;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023964;1;1;1;0;0;0;1;0;2;14;202500.0;6.471.317.001.718.030;0.0;Pensioner;Higher education;Married;House / apartment;Other;1
5023970;0;0;1;0;0;0;1;0;2;2;189000.0;6.320.732.116.333.660;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5023973;1;1;1;0;0;0;0;1;3;40;270000.0;41.525.835.574.994.600;5.919.354.949.109.150;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5023984;1;1;1;1;1;0;0;2;4;23;225000.0;26.724.710.295.214.800;23.381.725.839.681.800;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5023988;1;0;1;0;0;0;0;0;2;42;360000.0;5.786.566.459.270.210;7.835.889.854.001.100;Commercial associate;Higher education;Married;House / apartment;Laborers;1
5023990;0;0;1;0;0;0;0;1;3;9;157500.0;30.388.029.870.565.400;5.505.930.991.053.880;Working;Higher education;Married;House / apartment;Sales staff;0
5023994;1;1;1;0;0;0;0;0;2;56;112500.0;57.961.491.337.946.700;3.507.258.875.952.270;Working;Higher education;Married;House / apartment;Other;0
5023996;1;1;1;0;0;0;0;0;2;52;315000.0;29.698.077.304.804.300;7.425.203.802.952.830;Working;Higher education;Married;House / apartment;Laborers;0
5024009;0;1;1;0;0;0;1;0;2;2;112500.0;5.698.953.435.046.570;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5024013;0;1;1;0;0;0;0;0;1;10;180000.0;3.768.728.995.119.680;15.507.505.287.582.900;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Drivers;0
5024014;0;1;1;1;0;0;0;0;2;39;202500.0;50.867.574.282.839.400;5.505.930.991.053.880;Working;Higher education;Married;House / apartment;Other;0
5024020;0;0;1;0;0;0;1;0;1;19;135000.0;6.466.662.559.806.150;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5024028;0;0;1;0;0;0;0;2;4;38;112500.0;4.000.629.718.611.600;10.869.490.817.744.300;Working;Secondary / secondary special;Married;With parents;Core staff;0
5024037;0;0;0;0;0;0;0;0;2;6;135000.0;4.232.530.442.103.530;17.577.362.984.866.200;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024041;1;0;0;1;0;0;0;1;3;11;135000.0;31.981.491.748.632.700;3.507.258.875.952.270;Working;Secondary / secondary special;Married;Municipal apartment;Laborers;0
5024043;0;1;1;0;0;0;0;1;3;58;144000.0;35.327.214.111.172.700;8.005.640.088.434.390;Working;Higher education;Married;House / apartment;Accountants;0
5024050;0;0;1;0;1;0;0;1;3;25;108000.0;3.562.564.597.493.440;3.674.271.203.378.570;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024061;0;0;0;0;0;0;0;3;5;7;135000.0;30.062.218.936.733.800;7.920.764.971.217.750;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5024064;0;1;1;0;0;0;0;1;2;49;108000.0;40.515.547.889.415.900;1.733.916.507.525.820;Working;Higher education;Separated;House / apartment;Other;0
5024066;1;1;1;0;0;0;0;0;2;58;270000.0;3.919.313.880.504.040;11.340.410.822.946.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5024070;1;1;1;0;1;0;0;0;2;39;292500.0;26.793.157.970.389.500;7.006.304.030.883.590;Commercial associate;Secondary / secondary special;Married;With parents;Laborers;0
5024073;0;0;1;0;0;0;0;0;2;30;180000.0;437.408.023.436.484;23.381.725.839.681.800;Working;Higher education;Married;House / apartment;Laborers;0
5024075;0;1;1;0;0;0;1;0;1;29;157500.0;55.940.915.966.789.100;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5024080;0;0;1;0;0;0;0;2;3;19;112500.0;3.929.170.345.729.200;9.834.561.969.102.710;Working;Secondary / secondary special;Separated;House / apartment;Sales staff;0
5024083;0;0;1;0;0;0;1;0;1;44;157500.0;51.650.615.686.838.100;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5024089;0;1;0;1;0;0;0;0;1;33;126000.0;32.794.650.129.708.300;14.253.543.878.382.100;State servant;Incomplete higher;Single / not married;House / apartment;Core staff;0
5024099;0;0;1;1;1;0;0;0;1;3;90000.0;2.735.169.099.981.510;25.051.849.113.944.800;Commercial associate;Incomplete higher;Single / not married;House / apartment;Laborers;0
5024103;1;0;1;0;0;0;0;0;2;16;180000.0;5.526.465.293.606.300;7.088.441.241.093.240;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5024106;0;0;1;1;1;0;0;0;2;18;180000.0;60.346.208.341.033.600;4.172.570.278.650.480;Working;Secondary / secondary special;Married;House / apartment;Accountants;0
5024121;0;0;1;0;0;0;0;1;2;59;135000.0;42.916.692.334.544.800;0.8350616371314948;Working;Secondary / secondary special;Widow;House / apartment;Sales staff;0
5024131;1;1;0;0;1;1;0;0;2;15;202500.0;23.696.585.145.485.500;2.921.346.776.456.730;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5024140;0;1;0;1;1;0;0;0;2;13;180000.0;31.157.381.739.529.200;2.757.072.356.037.420;Working;Higher education;Married;With parents;Accountants;0
5024150;0;0;1;0;0;0;0;1;3;59;337500.0;46.180.277.486.875.100;9.834.561.969.102.710;Working;Higher education;Married;House / apartment;Other;0
5024152;0;0;1;0;0;0;0;0;1;23;112500.0;47.206.992.614.495.800;11.718.241.989.910.800;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5024156;0;0;1;0;0;0;0;1;3;40;202500.0;26.516.629.362.683.600;3.006.221.893.673.380;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024161;1;1;1;0;0;0;0;3;5;29;202500.0;3.655.105.854.329.650;5.423.793.780.844.230;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5024166;0;0;1;0;0;0;0;0;1;30;90000.0;5.465.409.967.350.450;32.553.714.313.093.300;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5024169;0;0;1;0;0;0;1;0;2;22;202500.0;6.034.894.624.804.060;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5024182;0;0;1;0;0;0;0;0;2;56;81000.0;4.265.659.116.888.090;9.590.888.245.480.740;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024189;0;0;1;0;0;0;0;2;4;15;112500.0;34.404.539.449.817.500;40.876.951.614.338.400;Working;Secondary / secondary special;Married;With parents;Laborers;0
5024191;0;1;1;0;1;0;0;2;4;58;270000.0;3.742.445.087.852.590;11.718.241.989.910.800;Commercial associate;Higher education;Married;House / apartment;Managers;0
5024201;0;0;1;1;1;0;0;0;1;25;202500.0;4.456.765.025.975.890;7.425.203.802.952.830;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5024212;0;1;1;0;1;0;0;0;2;43;540000.0;4.299.061.582.373.350;0.5065127962928739;Commercial associate;Higher education;Married;House / apartment;Other;0
5024231;0;0;1;0;1;0;1;0;2;4;270000.0;54.196.869.203.337.500;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5024233;0;0;1;0;1;0;1;0;2;51;47250.0;586.295.406.476.519;0.0;Pensioner;Secondary / secondary special;Married;Municipal apartment;Other;0
5024241;1;1;1;0;0;0;0;0;2;26;180000.0;3.133.534.569.498.340;9.087.113.356.194.850;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;0
5024247;0;0;1;0;1;0;1;0;2;32;112500.0;62.657.001.854.932;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;1
5024249;0;0;1;0;1;0;0;1;3;21;135000.0;3.860.175.089.153.090;15.058.488.538.436.700;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;1
5024250;0;0;0;0;0;0;0;0;1;38;247500.0;5.406.271.175.999.500;3.674.271.203.378.570;Working;Secondary / secondary special;Separated;House / apartment;Laborers;0
5024252;0;0;1;0;1;0;0;2;4;17;135000.0;3.534.090.364.620.760;9.834.561.969.102.710;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024254;1;0;1;0;0;0;0;1;3;22;630000.0;47.557.444.711.390.300;12.591.634.325.140.100;Working;Higher education;Married;House / apartment;Managers;0
5024255;0;0;1;0;0;0;0;1;2;22;148500.0;2.804.711.937.959.020;3.920.682.834.007.540;Working;Secondary / secondary special;Separated;With parents;Sales staff;0
5024256;1;0;1;0;0;0;0;1;2;16;121500.0;3.411.432.130.707.680;12.339.746.880.497.200;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5024257;1;0;1;0;0;0;0;0;1;27;162000.0;31.472.241.045.332.800;1.590.723.971.060.320;Working;Secondary / secondary special;Single / not married;House / apartment;Security staff;0
5024261;1;0;1;0;0;0;0;0;2;20;202500.0;4.298.514.000.971.950;4.591.470.050.719.720;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5024263;0;1;0;0;1;0;0;0;2;7;202500.0;5.825.170.948.068.740;30.883.591.038.830.300;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Accountants;0
5024269;0;0;1;0;0;0;1;1;3;35;65250.0;6.042.013.183.022.230;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5024270;1;1;1;0;0;0;0;2;4;14;315000.0;4.615.016.050.979.820;3.759.146.320.595.220;Working;Higher education;Married;House / apartment;Core staff;0
5024280;1;1;1;1;1;0;0;0;2;48;315000.0;4.246.219.977.138.470;32.553.714.313.093.300;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;1
5024287;0;0;1;0;0;1;0;0;2;25;157500.0;3.085.621.196.876.040;5.171.906.336.201.290;Commercial associate;Higher education;Married;House / apartment;Managers;0
5024291;0;0;0;0;0;0;0;0;2;6;112500.0;31.357.248.951.039.300;0.7584002409358166;Commercial associate;Secondary / secondary special;Married;With parents;Medicine staff;0
5024293;0;0;1;0;1;0;1;0;1;5;67500.0;58.785.601.347.050.200;0.0;Pensioner;Incomplete higher;Separated;House / apartment;Other;0
5024294;0;0;1;0;0;0;0;0;2;5;202500.0;4.749.447.285.022.960;1.159.229.826.758.930;Working;Secondary / secondary special;Civil marriage;House / apartment;High skill tech staff;0
5024298;0;0;1;1;1;1;0;0;2;5;99000.0;4.802.562.680.958.540;1.992.101.138.284.830;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5024303;1;1;1;0;0;0;0;0;1;1;202500.0;22.864.261.415.361.000;0.3395004688665749;Commercial associate;Secondary / secondary special;Single / not married;With parents;Drivers;0
5024305;1;0;0;0;0;0;0;0;1;3;157500.0;2.804.985.728.659.720;62.533.796.039.617.500;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5024307;0;0;1;0;0;0;0;1;3;43;90000.0;35.291.621.320.081.800;14.672.443.650.451.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5024314;0;0;1;0;0;0;1;0;1;22;216000.0;5.482.384.990.793.780;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5024318;0;0;1;0;0;0;1;0;2;0;135000.0;5.785.471.296.467.410;0.0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5024319;0;0;1;0;0;0;1;0;2;7;121500.0;6.408.618.931.258;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5024327;0;0;1;0;0;0;0;0;2;34;225000.0;4.764.231.982.860.700;26.171.653.079.803.100;Commercial associate;Secondary / secondary special;Married;House / apartment;Realty agents;1
5024332;0;0;0;0;0;0;0;0;2;28;427500.0;5.746.866.807.668.870;16.920.265.303.188.900;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;1
5024334;0;1;1;0;0;0;0;0;1;16;180000.0;36.474.397.147.100.800;717.331.635.830.989;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;1
5024335;1;1;0;0;0;0;0;0;2;35;135000.0;28.778.140.550.456.200;0.8350616371314948;Commercial associate;Incomplete higher;Civil marriage;House / apartment;IT staff;0
5024341;1;1;1;0;0;0;0;0;2;32;198000.0;5.779.995.482.453.430;31.732.342.210.996.800;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5024344;1;1;1;0;0;0;0;0;2;40;585000.0;4.559.436.538.737.960;45.065.949.335.030.800;Commercial associate;Secondary / secondary special;Married;With parents;Drivers;0
5024354;0;0;1;0;0;0;0;0;2;32;139500.0;4.723.984.749.857.970;0.6735251237191728;Commercial associate;Higher education;Civil marriage;House / apartment;Sales staff;0
5024358;1;1;0;0;0;0;0;0;2;27;270000.0;5.664.455.806.758.520;12.424.621.997.713.800;Commercial associate;Secondary / secondary special;Married;House / apartment;Other;0
5024362;1;0;1;0;0;0;0;1;3;52;81000.0;3.371.184.897.704.940;3.006.221.893.673.380;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5024366;0;0;1;0;1;0;1;0;2;7;67500.0;6.053.238.601.750.890;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5024369;0;0;1;0;1;0;0;0;1;19;225000.0;5.424.067.571.544.930;27.507.751.699.213.500;Commercial associate;Higher education;Widow;House / apartment;High skill tech staff;0
5024370;0;0;0;0;0;0;1;0;2;8;112500.0;646.091.295.509.148;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5024373;0;0;0;0;0;0;1;0;2;5;90000.0;5.588.341.991.964.240;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5024374;0;0;1;0;0;0;0;2;4;25;112500.0;2.733.800.146.478.020;4.758.482.378.146.020;Working;Higher education;Married;House / apartment;Sales staff;0
5024378;1;0;1;0;0;0;0;0;2;31;270000.0;3.437.442.247.274.070;5.087.031.218.984.640;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5024386;0;0;0;0;0;0;0;0;2;8;117000.0;3.694.531.715.230.290;3.507.258.875.952.270;Working;Secondary / secondary special;Married;Municipal apartment;Sales staff;1
5024397;1;1;1;0;1;0;0;2;4;17;315000.0;340.431.357.248.951;4.005.557.951.224.180;Working;Higher education;Married;House / apartment;Other;1
5024400;0;1;0;0;0;0;0;0;2;1;157500.0;2.996.091.637.747.520;6.423.129.838.395.030;Working;Secondary / secondary special;Married;House / apartment;Private service staff;0
5024401;0;0;0;1;0;0;0;0;1;3;76500.0;23.326.967.699.542.000;15.058.488.538.436.700;State servant;Secondary / secondary special;Single / not married;With parents;Medicine staff;0
5024404;0;0;1;0;0;0;0;1;3;34;121500.0;4.131.501.673.545.650;8.591.552.187.929.930;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5024412;1;1;0;0;0;0;0;0;2;11;270000.0;5.087.578.800.386.040;13.919.519.223.529.500;Working;Higher education;Married;House / apartment;Managers;0
5024414;0;0;1;0;0;0;0;1;3;38;90000.0;33.309.376.647.022.100;3.759.146.320.595.220;Working;Incomplete higher;Married;House / apartment;Other;0
5024415;1;1;1;0;0;0;0;0;1;34;360000.0;406.195.883.556.815;5.672.943.318.480.180;Working;Higher education;Single / not married;House / apartment;Other;0
5024417;1;1;1;0;0;0;0;0;2;46;180000.0;2.935.583.892.893.070;0.2546253516499312;Working;Incomplete higher;Married;With parents;Cooking staff;0
5024420;1;0;0;0;0;0;0;0;2;13;180000.0;47.601.251.223.502.100;9.590.888.245.480.740;Working;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
